name,lat,lng,place_id,types,photo_reference,rating,user_ratings_total,price_level,vicinity
Gemini,40.0178367,-105.2808434,ChIJyxB3hC3ta4cRVTOSvXIoIk8,bar,AeeoHcK2QDQWyn4v_4KJioeP24VFIFs4AQBW_tKpcLdLWQ_scjUsX7wnvB1LILAj_pgp3k7FlEbUVJRJpW29WQOpN9XL8uLFcopHJhtnByA5FZfPiHnkDvLxG2BsK_fkJGjfw6Gx__IZAyBmnVUhTEKr-iY0HbjA-NMzFIv91DMk7zmABPEYHvC1Lj7kN-3jNv7ycwyOj5Cf4zd-3lphbT7F8ix68o-ZfSVueazY2PpsNyFobpeBCn_AJx3azRYwRSCEjv8IeNF0eGUdQkwUenxALf9jFFLtQd4nlz6M1bZt2xTX2QCGj1MtRxJ4w_v-UTwSnTfMoZFQu-czLRF5GqD76F53_Jx11NvviQgaskYX58LHk57kyQ1Dcw9spE7WUGzufICvZ2tit7rZmpdN8Mj_q87_JqqKQUkH6Y1x0estogTYK3UVi70_uiDnqBf-JRZ2IkOI6PmRGQtForTbLAu-v6LGkv4LPeb3BBrV25RynHmNSlQ6WqmFq4Qg5sk5jP25zC-0ksZ_BI8WKgiWIvQJTHJR8-fPM0U6j1ykO-kH675lNxn7hgcfde2NrIUldx_BfrAMbkd-cVdg8g,4.6,326,2,"1115 Pearl St, Boulder"
OZO Coffee | East Pearl,40.0190303,-105.2753518,ChIJy8ktcGXta4cRF1QDaU0OHlc,cafe,AeeoHcKf0Ozhx8EYqDHotb3ywac1W3xTji38mCunDF8F5GxM3oYG47e0nxq6mts9Q00QmZFuozbfcGbJZ1GHyQN_jdWTwDYD6KhNp6HLv70qM1AwFxYXaTWeeYBqKy5d3jUuILJk8x7EETHiAw5-R27JcPQbWeWvcPHlRJPiNb_MxR7TV8bMreyvz3HCqcrYdEyVxxomfzUYLYwOhrZi1uYP97v-mDoWmIZtwrQ0dNcw2TXFWuPArQdwmKeiHmi6M4ah1CvXrXtqm-7c3C8x5yjp04MvCz9qYSwvj5m3x0RALRZtTsb-egruaxTna0MdmrHv1qZ39fkZ3T9bLLYvAe6cUyHsmmclTRkp1o5kgCRAmTuz-W4dBLyBPgnnhBsvzQOMC1YjWcBWOPdClRiQMa4fJ3qXienr8EQNL4DGXbVun0O_35ZfSZrNUoaKN1EnpYUY1PIyldrTOPajQV_Ley3VY-Zc75l8AGvPvEx7sWYrvKmvEhVaJYterBSZBIgKzkQIXEzssoJ3ViFentSVPIERY1q4T1FFUh_5usRxev8NKwSJyujbVXnhRk8J2Q2jIWxxrYgLTw,4.6,218,0,"1521 Pearl St, Boulder"
Full Cycle Cafe & Bar,40.0246411,-105.2541237,ChIJufZMgSnsa4cRMaPsrK9bFI0,bar,AeeoHcLrZwyOaZv4hbQDVGw85KFPEOm27uDAiSlIEDBmibwnKdafnbACCCM8dA19M2XSQtPzEs9nuXLmmVH_7rmpxZRdcYJCDus3vK4LZfzIStNC_Y9Mm8e0OAtWCvKAP0-SATY-Wo1lygePVz2nKzmN8H89IfWIGcYmC-1pZb3FR0kEZIVNCPvt9nZ_FLIGXdFZ5Mb3DLurOf2W8k_BiM0IeB-tDj_GVzEBi_juLYffRprmHYXvhOt_GD0h8Qof7wguB3mBaEE2EQDnBQtHmXHrNBQSI6cqar0I6BjjyyBRIEuxy3T6iEFtDud5xqkZ--9JCSVmWOE7wE2UGiagOFpOqBK60LbSeSKhc5QIlfMS0W0TwMsZoMTIQRIurSevRR5Gs0nuFVOAtzBbn6rMm3nT8Qp43nqdXiF_NaCpj8xrURtBELmoFxO3SSzz2G_OO9lF0pgHeAqR_yuDDw8ZOVE528QpSW0yA5F9oMCh9eyr7YoyK3xaCenG9XwWXYa5Umx_AWuamlnVEILWsEMoWyDZYdnW7G2NUd-6pA5rhGxEwq_F5NhPGOMF-hmSL--L0AVeLfAvZANb,4.6,96,0,"2355 30th St, Boulder"
Dark Horse,39.999115,-105.2551923,ChIJDdODrrDta4cRxRvqDA8jbRo,bar,AeeoHcLzXNVj-xCSlDj82XS965WKecC6cOsC5XYrer6B6bVjMOXRC_5_SlQXyToNabJeYvuLENFvAMwjtraL6RiMFSobYN3eP3oFJcRidYCbDKE2ynILd69a8iDu8Y2vTp7kRlMdH_gTMJregi0nD3141GvIjqoHcbsEF-Z6NLJ0hPcrYfDmrCHXbDk_0UzC4PraGMbI9xUVBL3GOkSFEt82YS9ZjWUJ9kArYxilSaWNOjglOc8LRKw0boAP5yG4gU7B0ywvPlj71zs_Ju6RuaoMEen-sTW8QYQhJvrN-abEYn8kIv1_71ewrf58PjZSBL3CvF7fxKuaj_MlsG-LXEZs_Z0cPAgMJOlLTqYyfetHhvexUpghe39XWO2EAkjTsaVPlwratZaN6PdnPDoQDXO1ld6pl2a3UvjriPs4AeqayNay9NN6zE_Vw-3XllUQaA6TwICPHu4qDgG3JQGWnSZH2ONwA_sGVtBixCHHWZX_uEHvTlu61GmD9_E6SofX5KjslEcM8y2vGdDeojULEFnRtSYTgeDXBxopdfe_EsZDv5C_FYspeuJAYWIJW7WLMRdQrFaFKZ7i,4.5,4014,1,"2922 Baseline Rd, Boulder"
The Sink,40.0085813,-105.2764048,ChIJ5TW3jDDsa4cRkSewKsCsNSE,bar,AeeoHcIpZiOdQfLnXRhPcC1yEBvVW2T4SaZ-u3fbE2H-U_At3Blo6fgKbF0eFHSnbNe933vRVVVXjIkQbZ-P239e5ABLzmiQwgYcA7GXb_AG7EF55aXbZ3usAcqo479aujmViNLFKz3Z1wSjSmIrS_41g__LqyMk_5h5iMw0bb1xSLCXy20ThJ-ad7lVyQDXuysIpwA9_miAnMvqmvli0RNuuWy_UtNZbZXgt7sQjt5hF74N50X-9XVaIyWZ_BqZbeV7BjlgsSr0JKTsDshfcEYDOY8deLGRZ9VYbu3AIIiO0AZArLqpY1UY5ngp-CKU0Rmg7V7IlIOJ9LWFJQSEIZUx8GfkFfJgq7gPpcU34J4ojEX_IxfN_BSJgEs0RraHzzT94d1JizntlTm5ny2q4MQiPlWI5rfMuk69nwJ1eXAxnc_hADwqRrpNjcAahzbbqhpfuBvE-mDEHOi_OYWW7NutBtV60nh3DhW2vchjgS121jk7Ns0YqXFvS58RvyjljWzNkPg_RmLbe6iGJhCPZLBDOPFnDlI3dqJI4tDJ_gvthB4ejgu0R9nWiRshRBS14KyS_jOCUalf4HHfNw,4.5,2923,2,"1165 13th St, Boulder"
Southern Sun Pub & Brewery,39.9843178,-105.2493687,ChIJo4V38Anta4cRLCiqcjrj9mc,bar,AeeoHcKpGJbQXu7v-RAPN6E1jw_3TkvUOubqzk3yR42u9bqcFSfjkLEjpPROuZ0kDqKq-yAjWFG53jkUC63npvTMmUI35FulEp2-UfveJCXJKoCJiOaLnE6oQN0SQScfLgDFSy68HAxSM-2lKRV_HmzhBOFDQwlcgJ54127t56nOGihOUaBY8PldyOrQ4rFvTbMvG6QET6SExXdZ1IIZi_vOmB3k-L2WtNASjizvYwqmEuO-1jCP08FYoJy47DfZdh5QHX4o8DCf1Z9RlFhl2Fw3jaA-QtX5_8P_eyKtLUjlyO6BNNpWY2gpaPbouMnihXbUNcffQJD-cXnVgRj2EAyIsu4tDJSjkFENN4dq9d2XZPVy2qLhYF8PFNrm2TX18hOHVDNImNADqfZPFu5QUnSFhVx_ExAd4_Tg7NMfhx6tYpHlHL45niGBdjVRe6oIyQtvbb1STLJ5WJlURQjCTnjPYZU0ZYQMLIQzHnPybwkWTYDZNZwwnjbbaDLYIzpO1HCi9yzBrTXyPMDJeNAwjHk2yLV7MJGX9eydcN4oW51wYJXhaKzrke1FJ-IWAbtHj81WUtMKqA,4.5,2557,2,"627 S Broadway ste e, Boulder"
OZO Coffee | Arapahoe,40.014229,-105.2283855,ChIJqwVpoPHta4cRLaFmWFThxFo,cafe,AeeoHcL2FEFX970INECYz7UXC5K8vLSC4TRQtem3dgDix_Zcjpv7XXGNVZtW3zPMRUyWEoi_FVE9ixRzntwKGmjOSUaxMfnz5oV1n8FKwRf8HI4Dl_8oOkG56gHLbPUGYqxyAT_-W5Ife5UDow4dzOaf8b_BXWoR_LpK5rh97-sfLEy7D6BNiD4kya6GfUig0L1NVdRxKgmnpLQ-vUAxlLV6ZjDbFBdratOdFnpEgBDTUExGXolSRRgryvxGEjS3sMQfB5P3_dN7uLOAnUbxZmtno8phbEqUI8J6kjb9ib_Sd8GdWR8RzGvNvNxU2s9Mr2iMQzuf5EHXKioyopFhI3PbqWSg3QFTP3PldcDZ3wrddqR9UOJqF35TYaf1c6hz0V9-yrd1XgQNdjRMQSoBLa5nqVYYsu03b4YShbt9w01KlxG7JSeBPzIBaClwli9GVSTxbTIpeCLCECDAE0MsGKkJ_FRq-pE3sUgFDP2KzL5dk29CYLfiKNSDmLs4pI7qvhUabYW_PAHIn4fAp1CUE1B_Z5X0FXtUfb7BWXNzmSJ93T-PZVPipRF79TyoVAqfENE00tLoZkVh,4.5,663,2,"5340 Arapahoe Ave, Boulder"
Flatiron Coffee,40.0149492,-105.2590853,ChIJGfoqwNHta4cR2DfPsUxJjeo,cafe,AeeoHcILlj4tT_muXLIEUymkU89q6dO8zQEiJ9ZF0BK1jD52Spvfut2IlLL4w6o1CPQaTIjV5v0ewkE3WKEdIiCo-sv4M8vihRjQrnyOsA3EC1aaubKytToqjh2SD032xB3cqnj-7aEVPwroSS8nQCgMFyeI2GZ9A0acwq4K8UWSZSZtuQSQGnoI-6PhhPVNlT4rVOi_yFIj9zjWjTxr3DryjXgftsiR4Wbv5qvQODiQpm9cz_GYtEdSV3cf9pTqFgWbisszMlVWb2Xt5tvVFQ5SXdAXGejmLlT-dlevO9cGUMlYYTLZBbsvzXGZTwjnCJ4CNUC8iZofxYue3oeq2UECNMIrUFIyoxJuHQlDYRk-34ijnEJ7KbIFcXQ-c-eg0_23DPDNivKc8eGxqtBDsYB8-RM4vSi8z8kmPwMRTaZnNAsPMZypTNxHm1atcQCpV-JhwihcBNbbR4SeM7HQtBa-bzJIxEA7jZwCVcvv1NWyCmk-DkRI6nGaROUdy1v3F3CpzVZ2Gm31ixHg7PFBvqLuSdso1P8EI6IuftP_n_bKZKNuAVWh8KXUgnt8VfMjzzcdgfQacEcb,4.5,650,1,"2721 Arapahoe Ave, Boulder"
The Bitter Bar,40.0160754,-105.2842236,ChIJqzYHTCHsa4cRDPkztCI68NQ,bar,AeeoHcKZcPl44GvoBWKizfqPKv-WWS4tROyawn4CFeffzElMt_ob6AVnz85v3AT12wB0uNcpZ5Qps4u13Aw2HKUKzpile9kEdIq7uzvfi1f7O869fOp9x-b9xEE_ToqZxEsoiUkfQg9-byEkLg3j2fmZQxO91mzEjzt2BrRn4ldowXqUO01ptC73zbDnOzZfv2soEYWvdNh3PnRCC8V69BlcCbio_Yu7RY-vyCyv6fq-z7O8egjaLL5_3uncV8hbj_8ug2bYU06jDJei4bTWp-j3lN3Yw2fU384DiyXnqSm8VU0viNu3MgfqzfjO8NT064fw67_YsRpGbU4e_aF0rDyTwRiplg41zxNkcyxQNF6bvPR8n7aoJKsujM6xDVhwzgylNz4grJ4gjwA3SDS4dTOPwOASosa98dtR47KZ4RquDFD9s-sX68-ElvI9AAkxVOLhZ7addKtqYa9vcsrPiyHiIxDRFDxgCiSGucdmeJ8ufkBeIL5gvCmITNMPBiOwtQf-YsuhglvyqXQtwXS3rchNQ9if3feuZT4gbp3L5XFe9jC5lbLOWMESwKwykfQpxXQRa6EoAyg9,4.5,484,3,"835 Walnut St, Boulder"
Süti & Co.,40.0195974,-105.2752172,ChIJWZKOYtLta4cRGzqs-LcW2jA,cafe,AeeoHcIMktoEufWELL_E365s1Et8OTJiIaqN8KDNs3y0auBw1ETfOyE1V1EPkP8UWBDivgtQTWMMt71oClQer8vtNosWDyfEVYDH79_gN5nKeWZjQ6ygnr4GNi7ieiZwFRUZJ1Hwy2JYPaVx3eaUWUuTBaRujIEYEYaaAi3XdSdIQru2s1dNJD7Ew-G59o_xdyHyhoGnMzLQ-8HVno7oeoGXXiyTyVmGT9tQ7bIFPCoWSZsgZnsWqHHmh41aH15YQGaS27N5-9NewKGqP7NUjDcGDj2ragYrmmQuBNeRbCBgzL6_8lYoAd_YwSBlSIdf6utV52ochFoGV0j7bwKbkOyvByRYHsiZQZgNmFhKEdZzooE6Gusn_q9a7EbMZzcJmZEgNoqrISEZknbV90sfoyFV25JkrNQYX8V-OsREPiGeOkora_bjpHgmy6UeJ9fnf1MxVFDHvmlKhm8SH9vX-foQQcYzW_L4jSlMDJglagEU_uhKrVXGGLPG-21hXnaocXIC6EUdMDD0oHfxidWJhrwsweh2NXcxswZrKe_m67OcyrdXFqt2LmXQ1SuR7VzHkLUdcL0l27pc,4.5,173,0,"2031 16th St, Boulder"
Alpine Modern Cafe,40.0170102,-105.2568773,ChIJ9ZQ1gpDta4cRjuKiE5J87uY,cafe,AeeoHcJzVQgTfL3h2LwtYk_5ji9ipO2o01W9LEa9N40pAQPPVQM2WY-iEwB9P49RVBi79jrPKaNdfKIAHlysLq4YnXbJ_pH1pzTGBY1zE-3DXnHYZfL2pggl_CXTMNnqwO6Mwla2ww9t1qOAszdUY5bWNrFz2YrYTIkwWyUo3Spr4pTYv0SUD8sR3WZxJ8AndpXmRMa7XPs4dpyfQHXkMWSzoIg6mUROABoaQ07BOHjbbHwR72HlnDrVlMbHEXfjPfF98MkXtWyUiGDz_F8eFn9m8mfFAGkh5ats7Nvj9Xao5WezokGTOh3FH7jDPUyABVk4_4tQO34k4hcgeF4B9ke8i-Ag3W90sOyXn442VTzL5QmOmacXN4Wc6CDfQMliXgYXuIB2Q-vcbmsPG-RA9GCMfjwzLy9tWQgJzkypMqwgd3n5w6ta6tUSnG7CP4AXrjHegguOMMPHa-9fngd7j4n9LcYnAOgOf4wiVYUIO-KH-HUG3uUGlEUY7Mxjg-Q9vmjBxSN4L8meJQGy1zQUI4uguWkrV3k2a4nOs6JR0SwAaBiV4Flga1212RyRjMKlAAC6SCLcDWQhfZ2UCw,4.5,114,0,"1695 29th St Suite 1260, Boulder"
West End Tavern,40.017043,-105.283275,ChIJ00bnMyHsa4cRwFlTprEItK4,bar,AeeoHcL5q8feNMqJI51QY1IFTdCT9b4BX87zMACes0oxWvvn8CrobYIcsJXZgXGygyqiERBBpvBkBLtRw-O_JKaJq8p4ZiBVhOzbqsKHepnL9hyCPQKQm1P21wUJZl-2VFFihCBnWcz1woG_DlHX7ZuH6uZ2-KCzOJl7tT0k4cvgALbVysvc6-Pig5qOg5vnLyYgeYHl8Sv0DA2EK-4Nsc2Cspo6wxOrAQubsAnRO-oiFmBhvFuBEPOADHYdubYc7dCJuikWYyoQ-HaTKax8lFZTfgxS_mOMup445q839baABUn82iuws2drKI_LjoRWw_lNJRA5IArez4Cv1s2P-EcksMqnyLzqOhHGalmuQjG0WC2UYdoq0ZQUIQ6qUEZOPQlnFEd1ag4KMEUJLZ5Cmupf6GUJEc-Dpt-cCtMiEouJ5mAmEmn6pJAtbDjI7UppADbqxsvZROQR3zUr7LnAxRWPE7lOHT0hESCfUtZk7R40GDEVdRN4RpPjUhGjmplUx4_s5gGGCPvLbnY_PS-EwNuW0xLX6rnkYmUCRMHFVDcz3eo6p_EAaQ5TZJ69jWpwWEJ0P-MhYvXAgI8w4A,4.4,1650,2,"926 Pearl St, Boulder"
Twisted Pine Brewing Co,40.020506,-105.2509806,ChIJ0YswZdnta4cRqludvCGJrQ8,bar,AeeoHcIk71IxTYSV5fQTR2VOq8kIxwmp4xxW2-VOx5vin6fUt4lSDZpCa3WHIk3OIjpJdLCHkc0xVHTR-kYuNoe0sOnHiSkXDOju1EvIbWJ5lNg74A-ytrEPHKE2RhoePSs-Up4kzrWYmAmbC8iQL5-QRCsYTLKpgLKfxASUbwhjVGEQxEAXUBLxmyajFW7j2yZzb9-xvPI-YVkzAtp8IDwyZSA57Z0qMTcTTfJ6w0TA-Ji_3X6y7nwyDQ7rG6RJgrGSr8YHlVIUII7WUJwSCUuY3ZySGr3s2lR5WTEq5J47IB8zS88O0S0,4.4,691,0,"3201 Walnut St ste a, Boulder"
Aperitivo,40.0748558,-105.2020648,ChIJRQyviTPwa4cR1alvqcRz4_U,bar,AeeoHcLI-DTVwFxHzji7mmj7kl3QuyRyq6gl-X4DZiGO_r4K6WegeuH3zXrgJAo2IyrL3AuAyNMcskoOop6_6vm2cvGRKlrVajfsh5QWW9hg2NEat0nbxpoP11JQRFMYVt87xhTlkB2okdPjyIkWlYzS0NWLsLb4--cvH0uQxyzV5fmwKoAR9EJ6tH_qzFM0gMAPVMOJBp_cZcbr_F5xbCPO6WsqLtmRVLYdAc7vf46bsfll8w7YeUixw28Ydczt357GaK4UT6tpKSofim5LtHr7Vf3aHHLGmCnru-DLQk1xYnVxuCsIX4Q,4.4,315,2,"5530 Spine Rd, Boulder"
Brewing Market Coffee and Tea Emporium,40.0175706,-105.278321,ChIJTzR6ISbsa4cR4dGSalp2rf8,cafe,AeeoHcIgbYhfqCi0fh8-Kw2cDB2I-swMwz7xXODlt2DPAcMTUwwiR58424HbTYq4x2ME6eeKY3X9zmr_n3V7FmkFMNQW6juw08g4bvjGdKd7UN_p5wubTbcObVomWOXM48Wi5T6ERPC1Juq-g4SZyFCv7lVu8hg0kojDlXCjM5yt_mxWTmRL9Hc1XVCETf1JseMoY5DzLzGWfNl_tYAUjspZmBCIR3HobFul0IGwS__k2CoQMSJbZnSx828tn6cZlR20-mE0zHdN7bXQRss-Jjk0izLAm5cRfbCbfscAmujgBYo1-xuRWoIcjEZtqNOtm9Q5PboMBSqgX2cfUA9Gguv9KysppNbIFwZQuEt8LpR2MfL0Ef-Kz3S5AN0ZRXXHrvZJZBeIxYBS1v8vt7CgS4PuXKLcWVptMd-TwtkBBlRhZnwtG64JoTYohrasjKDScettFJ8c_vQQF75dGwZfglZXyJO6Zdt2nYsO8g8QDUpfylrQbzU5Ow1_14RF2vH2bH0wVlgEpZEJrr8O4pU7C30y4B6pWaz5j8m21Gmv8DTFooNxTEeYu-BbmE1WlDAZl0HNoJD5vzbv,4.4,145,0,"1918 13th St, Boulder"
The Corner Bar,40.0192594,-105.2793232,ChIJH68pxyfsa4cR67RS5BzKyjo,bar,AeeoHcIdcDr8UPFYb6yjRbEk3KOwl3f23nKDzg7FIcXyacZE9AXCMt7nFEvoe2hWqJ7FiNnWriIP_ayE1IKiADz9Zb7qQSIt6onOKHN4K8WoFwR76wvbEcsMCuzXRDOwvhprKi7a5cWCIvI51HnLK8VLglmVdt4UPHlRR6o1wy0ThnSTlCtYNg9eEmkh8kDZC2WJC1lcVgAXSTadu6V99OGPNAzlYI1hVQDj4jmXE9ixdT5YpGJ94-yhUtWPorsQ84xyQb0Na0mZEJTWr-Nj88WEGSw01RjilXYoEqG352F7_BNDsNsAcAdL_tk4tOxjVtR06-PNSQWseGJ923t2OyPb8r9-otFH_KMVwC1u5nKzty6HHVGYQIwsohIZdCip2_24ayo_UUYDX2cEIUozvQEJWYsdV_vFxBBHz-CvOwbvzEXzWBR3DWK6pRnZ2M9WHIEHBq4AOkrkoaaUmpL_DlMykvaVtFvwRiip4gvQok8miWBcD6jWOommuafcmJc-XdMhuAUEKna3gEFU6lzf4msngfdpEBjKCvH8w5wN0GLGajcat6VxppUEofYY_Q3sSCZZKvmO14NA,4.3,437,2,"2115 13th St, Boulder"
Brewing Market Coffee,40.0160409,-105.2623354,ChIJG3SvINLta4cR-cEjhRFonA4,cafe,AeeoHcI0x5zUC83P587nbb8q1PnD5lJpY6O4jJXsun2Rx7p0S3SA43CT8IzwshUs2XX5gM1WuoC5darc4v0_gNWqwAooVDF1LXqeWDpgo28LF30K4-6GkZfFD2Yri2VVeA1KROC33ansW4khGGaQZ_eeVF-zO2CsFpPnTHSFHC6j4cGWzOnpc5cg43jycPj4RglkND7ysyS8vR4rTOdEKw2D_ropX_xCzPXRqS55_135mlh8mKqaFjk65ugh0jmgKGqieoFRnP5tv2jJqXumVm4YhdGsYsK3e4PxGigl9Lm0M2zPFQgtyTdgG2GCW1aNv5dSuX0ALk4hDcQI-sFrOC1Kpz0LpCy3-UpH2KcnF_Fs05Nd-AQof0bHk_cM_UICsA6H5aE-qI1cS6s80-DLsPhkxjL8pcvtvpmtL5GAMRNJblEpE0vXD1pQ8ahedaWStsk9ZK-nIO8DdsZ8mMYSTs9nx8WUQbY4ll4w2-YB9rD4JpQAHbCtrD9PHvX7eaYOuOkaT-B-rKnW8U7CiOXMjaKN8rWIkoglCxwsMSj00KF0Ngh0Yk3NDyV8r0ldT5akIEkbEE792zpnDBNxyg,4.3,327,2,"2525 Arapahoe Ave # D4, Boulder"
The Corner,40.0074268,-105.2760395,ChIJKfKiwzDsa4cR-AsJqz3HTmM,restaurant,AeeoHcK-l-Bx0hY9e2ZTsDksdEboT-bdCscCuMY2iy1EIfrCNbbKAKNnhYvAfkTsnMxdO5TghpRlxSxNcyvnvDv7gmNnPATvK47U9Bbx7H0ENaw2deQEcRzaBtklpJebgdhYvW6Y7pRJ4A_2a31NNRbxHJTa81zst0vCPDjPd1M_VC2XENgshuW2Ra3As1SxLyvKNlWOqi0oBYoxIvaNYUeAgC8URoXrWiBbO3ZJvNFRRTQfYNRyPvVffTphKp8N4H3KYB57YnHRTCwycGnei1G3dD76VvAPaZUhHbvha9MQXzRccLxdC1FGT_M9HoTLTLjq1nKuc63x_Lr585CbFigg6qFyjFXHNwy5gidsMx43IB5tBMtLphytD9NWMnwhap08_c4MM8dYt1gJJElfFLpXsm2dzKYIJH4BAYyrEEufLdHJEPyDtKj7UKeXjnR0H2ib7dCTR74O7MaEasDKjOHR7nibYoDVxf3T2Jv9jIFHmtLYem6ZIpK9kNKW8QIQVQuEQL5UMQIW7n-4TfYwz0L8cON-F9Bn6_fZ56aHIU1U_YuZMvuULGmGsuu9eAcpSizQeky3Y8QY,4.3,287,2,"1100 13th St, Boulder"
Pearl Street Pub & Cellar,40.0175822,-105.2809489,ChIJm7miMyHsa4cRJvbOtWasEMc,bar,AeeoHcLu-Mlc_Z5tO5RFlUVobCH5UqQWoMSbvf_c4NNnixo6wQdIsDK-E91awXW01NqiODNPyTrxunqL9aMM9_xj_yve-MakndiugPvIjOJS0786SUoiQ10hIj-cWB7jnByRdq32-s2I_CrGf5KzIFvEhoY3bU4UBMRQ4EDKHBer_nOq2sxSWGKRbgD_5f2Szrl7dZXHChCVge041qUmRPmiUjqSgOB2hkUc2Jy8YD-oNS2oGlmfhAYmG1u6Ef-0BPZhBkTC7SyobdSnjix--1yYDZ0Q5XQQzPCAjl8j4G8l7SBJ6kbjaaYk8SAMOyrIwHpE2pQTQzn9osCrLadGJwHz6Hhdgo5gcjM6xHu4g6thYCCDeeBTiVKfl60YizKW4X4vLPydtDcApuMv8bvGBct1fN_fcBgtuxDNhZhjKEl_FPdEmjODITeh67MqXn03gw837Gih48UUJ2qCnmeHWbzNcZJKeYzzrtmWsw2aWisZ6Rj6Z0xgm3TogtcJhU2_OjGPfBPDfgPfoSiwo-DlVo1mlNdz89yE_RC55Y5bk_fJYO576RPkKIl4kqw4hI4TmjJD2vzn3fpS,4.2,704,1,"1108 Pearl St, Boulder"
Outback Saloon,40.0316634,-105.2594114,ChIJ03w1cnvua4cRynWNzP5eAsk,bar,AeeoHcLlHPXCq-MOsPkZ7Qt6HyparIkbnpw9urWwzDu5lCnxPsJl3DecAM4kCi3wxxoYa3srHWZz-GpWEyupCyXm8jy1CmhCTsIBDaNb1uCNl-cS90fpTyt6_TvuzBPw9Z1uTz94oPXtyxQ2Eb3px4zbJOsQwSmBxcegO8uYU7eau8UWQZUa0Am4AK4Cc81TAW0iQpjCADYKjsvDy7SOR83_AxYXUw2Sua_PK5p7OnOPk9MvsNc3X3QMxUMLDKF-wtRZYm-gAZ8C6MZgzqSDjh9i9ZqCU8jfjhj7N1gJOF5qAcOzQjt4viSi68Qntca9wmEitPClzWAQNQPbsWUwgwAVIV-fkUJ8nrtPCeyZUhXYkiqGEvAC00LCBOnDqUDSRoJj8Pknsn9DwyAonv4h6idaIzOx1J-AL_W-caK5mrKnrntHdp0ByQWeSlMKDUnUmK067leRPXeg-_qhv0kfmDH75FGCy06H1kEt6bJHxboMvvjnXzWOgY90rZraKWzD_YoAsLgDiIX4-4rXHxW_wqDNbcID_EJnzOtYQagJOAkI9roO6maE0-68ENln4jS533UNopAnaD3klMfqaw,4.2,558,1,"3141 28th St, Boulder"
Boulder Social,40.0149013,-105.2455016,ChIJvdVq18Lta4cR6u6lSlYlFhA,bar,AeeoHcLmaxkbSMznUTa1eBwZ48dHa1ujRX7oPQpEIwrtN5IbKBxVJFR9-vpY5dsxufKdnEoM9JVtbr_j9c3370SqTd-JVrqbiqFvyonSk8cZ37D-Vl_BUDTUBDPaXjliEZAAqWwW9go5rDfLtjxG7_DpjmBkT4YR6TfnoOUzALWthMtt93LSghFswjSLUo-30PP0ACKIgXMmOAHaAR-WUpvYDdfM4eFpbplbybHHJgpmKFCpdtxwthI9v-6ubNmDF90pW8QdV3E4IKYyy7JiT5UOH-vzNbwhriz7YMhzqpD1sAkc3Axkl9s,4.2,208,2,"1600 38th St, Boulder"
T-Zero Lounge,40.0158706,-105.282736,ChIJVTH2oCbsa4cRgiAjSyfevSs,bar,AeeoHcLrL0P6xg2F8CO2EkqHbio8BHhPgb2EwahRCKDNyWTipy95CjvQdeXBTCcpajD9tKBHyFJnpvEj1gHs-h0UQPoffT2VZx-2SaVmFIR6M0AyBKHDBDh8opuq3E14H7tb18roo9g4klLJKJEAdiLTgvxLRf2sKGk7iQlmV-sZJK9bnU0k3dCchlBH7g9dvIDsuq8SDJFFlfFiVafQ2XxQTNXICOha5bK8fBvC9jAWINE2BY4oO9xKk2EE697gSfOgRdi2mUvUEoi1gtTxN7jjvLnDsrUM861AT4PDq9fao8HnXVRUH_URwq4rXA5w1xZLLcgXktn49t1XhvAvbLUZo8Own9blUsIY4IpTWtNYgM9gHeZpBIe0V5TJAxqlKPB8Zm11HT5uvGYX4z92jwmN_IIVtRKgiuUiKUsB6pxxGjDXds6_cpI-n9iYBC-TXCoht7fOht8hmj_5L7NytXQJlrt56-8-jSY6F5dnGDIcbDfJ47sVoDpPI-Hfd2kIBjUmqvf6qCe0BCY4iJ_VmF4mgbLaMkFg_rdR-kZI5eIlxekbHgLP9kqrzcynE1A0Pu6NvKnO3SwvFwsRTQ,4.2,14,0,"900 Walnut St, Boulder"
Press Play Bar,40.0175924,-105.2824485,ChIJueZvwybsa4cRBXgx6gOP_VE,bar,AeeoHcLtxIcDuRBi57yDm9QQUWukG5vSYH2XNvKzTnj8vrFPd_MAw4uEJ5h_Hy_EQxlQH3uGYtrmI5L2ty8s98Cg0XBKsTisw5DG4y65nDMc9RfUiKNr4ALbeW9hLZ57yNQg2CK8LM6eK2o0wzaBv_Wthe0koR1V30G_vVZgZCEUWfrXaLr_bR-8zz3QWzhZeKswA9lgtjgJht5V4ZD03PI_S5kS6TLTbGyd5VhwxK_CZBCPW5nzfFBefUNnL4qQYRCtN4yqGnq7rLFj6oijna_mqZrmD36FEJv8Sg3_tjZI8xhSebCznyajBF8AKGrv2vBjSKLCizaapO2b6x5cTo4UUeepbKGKH9xKaV2Dnz_LYqQpegY5k7YisYHZsKduUry1tSCJ6bOAtBVdC2eT8fq5CNgETDbosyKiWnT6Xdza83LX4ohp4xPQqLT6Vk1Fh-O9PAMURgbm7-FkmRuMuyzQVZOLXi8F7Z00W4kmG20AWfYNqbgJDoe1JAWIuRQKHzzz-pDkce9gJWC5wMUswzFvk6Lg-QyP-OR85Jne_mhlrRPrORhGMz79iKC3-OSWKX9VhsbRPhJd,4.1,743,1,"1005 Pearl St, Boulder"
